district	village	villno	strno	group	hhid	codigo	d07	birthdate	d11	d12	d13a	d14	d15	d16
1	17	117.0	1.0	2.0	11761	202	1		1	3	102		101	
1	17	117.0	1.0	2.0	11762	201	2		0		102		101	
1	17	117.0	1.0	2.0	11763	201	1		1	3	102		101	
1	17	117.0	1.0	2.0	11764	201	1		0		104		111	
1	17	117.0	1.0	2.0	11764	202	2		0		102		101	
1	17	117.0	1.0	2.0	11764	203	1		1	1	103		229	
1	17	117.0	1.0	2.0	11764	204	1		0		104		11	
1	17	117.0	1.0	2.0	11767	201	2		0		102		101	
1	17	117.0	1.0	2.0	11768	201	2		0		102		101	
1	17	117.0	1.0	2.0	11769	201	2		0		102		101	
1	17	117.0	1.0	2.0	11769	202	2		1	4	102		101	
1	17	117.0	1.0	2.0	11769	203	2	17122008	1	7	102		101	
1	18	118.0	1.0	1.0	11851	201	1		0		102		101	
1	18	118.0	1.0	1.0	11851	202	1		0		102		101	
1	18	118.0	1.0	1.0	11852	201	2		0		102		101	
1	18	118.0	1.0	1.0	11853	201	1		1	5	102		101	
1	18	118.0	1.0	1.0	11860	201	1		1	1	102		101	
1	18	118.0	1.0	1.0	11860	202	1	88882008	0		102		101	
1	18	118.0	1.0	1.0	11861	201	1		1	0	102		101	
1	18	118.0	1.0	1.0	11861	202	1	30112007	1	1	102		101	
1	18	118.0	1.0	1.0	11862	201	1	8102004	0		102		101	
1	18	118.0	1.0	1.0	11862	202	1		0		102		101	
1	18	118.0	1.0	1.0	11863	201	1		0		102		101	
1	18	118.0	1.0	1.0	11863	202	2		0		102		101	
1	18	118.0	1.0	1.0	11864	201	1		0		102		101	
1	18	118.0	1.0	1.0	11865	201	1	1122005	1	5	102		101	
1	18	118.0	1.0	1.0	11865	202	2		1	5	102		101	
1	18	118.0	1.0	1.0	11866	201	1		0		101		199	102
1	18	118.0	1.0	1.0	11867	201	2		0		102		299	101
1	18	118.0	1.0	1.0	11867	202	1		0		102		101	
1	18	118.0	1.0	1.0	11868	201	1		1	2	102		101	
1	18	118.0	1.0	1.0	11868	202	1		1	1	102		101	
1	18	118.0	1.0	1.0	11869	201	2		0		102		101	
1	18	118.0	1.0	1.0	11870	201	1		0		102		101	
1	18	118.0	1.0	1.0	11871	201	1		0		102		299	101
1	18	118.0	1.0	1.0	11872	201	1	88882007	0		102		101	
1	18	118.0	1.0	1.0	11872	202	2		0		102		101	
2	1	201.0	2.0	3.0	20150	201	2		1	4	102		101	
2	1	201.0	2.0	3.0	20151	201	2		0		102		101	
2	1	201.0	2.0	3.0	20153	201	2	4102008	0		102		101	
2	1	201.0	2.0	3.0	20153	202	2	88112005	0		102		101	
2	2	202.0	2.0	3.0	20250	201	2	22122004	0		102		101	
2	2	202.0	2.0	3.0	20250	202	2		1	6	102		101	
2	2	202.0	2.0	3.0	20251	201	2		1	6	103		104	
2	2	202.0	2.0	3.0	20251	202	1		0		105		199	
2	2	202.0	2.0	3.0	20251	203	2		0		105		199	
2	2	202.0	2.0	3.0	20251	204	2		0		105		199	
2	3	203.0	2.0	2.0	20350	201	2		1	3	102		101	
2	3	203.0	2.0	2.0	20350	202	2		1	2	102		101	
2	3	203.0	2.0	2.0	20351	201	2		0		102		101	
2	3	203.0	2.0	2.0	20351	202	2		0		102		101	
2	3	203.0	2.0	2.0	20352	201	1		0		102		199	
2	3	203.0	2.0	2.0	20360	201	2		1	2	102		101	
2	3	203.0	2.0	2.0	20361	201	2	12102005	0		102		101	
2	3	203.0	2.0	2.0	20361	202	2		0		102		101	
2	3	203.0	2.0	2.0	20362	201	1		1		102		101	
2	3	203.0	2.0	2.0	20362	202	1		0		299	102	299	101
2	3	203.0	2.0	2.0	20363	201	1		0		101		199	
2	3	203.0	2.0	2.0	20363	202	1		0		101		199	
2	3	203.0	2.0	2.0	20364	201	1		1	1	102		102	
2	3	203.0	2.0	2.0	20365	201	2		1	4	102		101	
2	3	203.0	2.0	2.0	20365	202	2		1	6	102		101	
2	3	203.0	2.0	2.0	20366	201	1		1	6	102		101	
2	3	203.0	2.0	2.0	20366	202	1	30102008	0		102		101	
2	3	203.0	2.0	2.0	20367	201	1		0		102		101	
2	3	203.0	2.0	2.0	20367	202	2	7112008	0		102		101	
2	3	203.0	2.0	2.0	20368	201	1		1	6	102		101	
2	3	203.0	2.0	2.0	20368	202	1		1	1	102		101	
2	3	203.0	2.0	2.0	20369	201	1	24112005	1	8	102		101	
2	3	203.0	2.0	2.0	20369	202	2	24122007	1	1	102		101	
2	4	204.0	2.0	2.0	20450	201	1		1	4	101		199	
2	4	204.0	2.0	2.0	20451	201	1		0		102		101	
2	4	204.0	2.0	2.0	20452	201	1		0		102		101	
2	4	204.0	2.0	2.0	20460	201	2		1	4	102		101	
2	4	204.0	2.0	2.0	20461	201	1		1	6	102		101	
2	4	204.0	2.0	2.0	20461	202	2	28122007	1	10	102		101	
2	4	204.0	2.0	2.0	20462	201	1		1	8	102		101	
2	4	204.0	2.0	2.0	20463	201	1		1	0	102		101	
2	4	204.0	2.0	2.0	20463	202	2	4122008	1	0	102		101	
2	4	204.0	2.0	2.0	20464	201	1		1	2	102		101	
2	4	204.0	2.0	2.0	20464	202	1		1	0	102		101	
2	4	204.0	2.0	2.0	20465	201	2		1	9	102		101	
2	4	204.0	2.0	2.0	20466	201	2	18102005	1	1	102		101	
2	4	204.0	2.0	2.0	20466	202	1		1	9	102		101	
2	4	204.0	2.0	2.0	20467	201	2		1	2	102		102	
2	4	204.0	2.0	2.0	20467	202	1		1	9	102		101	
2	4	204.0	2.0	2.0	20468	201	2		0		102		101	
2	4	204.0	2.0	2.0	20468	202	1		1	2	102		101	
2	4	204.0	2.0	2.0	20469	201	2		1	2	102		101	
2	5	205.0	2.0	1.0	20550	201	1		0		102		101	
2	5	205.0	2.0	1.0	20551	201	1	29112008	1	5	102		101	
2	5	205.0	2.0	1.0	20552	201	1	7112006	1	11	102		101	
2	5	205.0	2.0	1.0	20560	201	1		1	8	102		101	
2	5	205.0	2.0	1.0	20561	201	2		1	3	102		101	
2	5	205.0	2.0	1.0	20561	202	2		1	2	102		101	
2	5	205.0	2.0	1.0	20562	201	1		0		102		199	101
2	5	205.0	2.0	1.0	20563	201	2		0		101		199	
2	5	205.0	2.0	1.0	20564	201	2	25122005	0		102		101	
2	5	205.0	2.0	1.0	20564	202	1		0		102		101	
2	5	205.0	2.0	1.0	20565	201	1		0		101		101	
2	5	205.0	2.0	1.0	20566	201	1	88882005	0		102		101	
2	5	205.0	2.0	1.0	20566	202	1		1	3	102		101	
2	5	205.0	2.0	1.0	20567	201	2	13122006	1	5	102		101	
2	5	205.0	2.0	1.0	20567	202	1		0		102		101	
2	5	205.0	2.0	1.0	20568	201	1	30112006	0		102		101	
2	5	205.0	2.0	1.0	20569	201	2	3112004	1	4	102		101	
2	5	205.0	2.0	1.0	20569	202	2		1	2	102		101	
2	6	206.0	2.0	1.0	20650	201	2	7112006	1	6	102		101	
2	6	206.0	2.0	1.0	20651	201	1		1	6	102		101	
2	6	206.0	2.0	1.0	20660	201	1		1	2	102		101	
2	6	206.0	2.0	1.0	20661	201	2		1	11	102		101	
2	6	206.0	2.0	1.0	20662	201	1		1	11	102		101	
2	6	206.0	2.0	1.0	20663	201	2		1	6	102		101	
2	6	206.0	2.0	1.0	20664	201	1	88882007	0		102		101	
2	6	206.0	2.0	1.0	20664	202	1	28102008	1	3	102		101	
2	6	206.0	2.0	1.0	20665	201	2	7122006	1	6	102		101	
2	6	206.0	2.0	1.0	20665	202	1		1	0	102		101	
2	6	206.0	2.0	1.0	20666	201	1		0		102		101	
2	6	206.0	2.0	1.0	20667	201	1		0		102		101	
2	6	206.0	2.0	1.0	20667	202	1		0		102		101	
2	6	206.0	2.0	1.0	20668	201	2		1	10	102		101	
2	6	206.0	2.0	1.0	20669	201	2	28102007	1	5	102		101	
2	6	206.0	2.0	1.0	20669	202	2		1	1	102		101	
2	7	207.0	2.0	2.0	20750	201	1	88122006	0		102		101	
2	7	207.0	2.0	2.0	20750	202	1	2112007	1	9	102		101	
2	7	207.0	2.0	2.0	20752	201	1		0		102		101	
2	7	207.0	2.0	2.0	20752	202	1	23122007	1	9	102		101	
2	7	207.0	2.0	2.0	20753	201	2		1	5	102		101	
2	7	207.0	2.0	2.0	20753	202	1		1	1	102		101	
2	7	207.0	2.0	2.0	20760	201	1		1	8	102		101	
2	7	207.0	2.0	2.0	20760	202	2		1	1	102		101	
2	7	207.0	2.0	2.0	20761	201	1		1	8	102		101	
2	7	207.0	2.0	2.0	20761	202	2		1	1	102		101	
2	7	207.0	2.0	2.0	20762	201	2		1	7	102		101	
2	7	207.0	2.0	2.0	20763	201	1		1	2	102		101	
2	7	207.0	2.0	2.0	20763	202	2		1	2	102		101	
2	7	207.0	2.0	2.0	20764	201	1		1	4	102		101	
2	7	207.0	2.0	2.0	20764	202	2		1	1	102		101	
2	7	207.0	2.0	2.0	20765	201	2		0		102		101	
2	7	207.0	2.0	2.0	20765	202	2		1	9	102		101	
2	7	207.0	2.0	2.0	20766	201	2		1	4	102		101	
2	7	207.0	2.0	2.0	20767	201	2		0		102		101	
2	7	207.0	2.0	2.0	20768	201	1		1	6	102		101	
2	7	207.0	2.0	2.0	20768	202	1		1	8	102		101	
2	7	207.0	2.0	2.0	20769	201	2		0		102		101	
2	7	207.0	2.0	2.0	20769	202	2		1	2	102		101	
2	8	208.0	2.0	1.0	20850	201	2	24112006	1	11	102		101	
2	8	208.0	2.0	1.0	20852	201	2		1	8	102		101	
2	8	208.0	2.0	1.0	20852	202	2	88882005	0		102		101	
2	8	208.0	2.0	1.0	20853	201	1		0		102		101	
2	8	208.0	2.0	1.0	20860	201	1		1	8	102		101	
2	8	208.0	2.0	1.0	20860	202	1		1	7	102		101	
2	8	208.0	2.0	1.0	20861	201	1		1	8	102		102	
2	8	208.0	2.0	1.0	20862	201	1		0		102		101	
2	8	208.0	2.0	1.0	20862	202	2		0		102		101	
2	8	208.0	2.0	1.0	20863	201	2		1	11	102		101	
2	8	208.0	2.0	1.0	20864	201	1		1	8			101	
2	8	208.0	2.0	1.0	20865	201	1		1		102		101	
2	8	208.0	2.0	1.0	20866	201	2		1	5	102		101	
2	8	208.0	2.0	1.0	20866	202	1	17102008	1	1	102		101	
2	8	208.0	2.0	1.0	20867	201	2		1	11	102		101	
2	8	208.0	2.0	1.0	20868	201	2		1	14	102		101	
2	8	208.0	2.0	1.0	20869	201	2		0		102		101	
2	8	208.0	2.0	1.0	20869	202	2	18122006	1	2	102		101	
2	8	208.0	2.0	1.0	20869	203	1	17122008	0		102		101	
2	9	209.0	2.0	3.0	20950	201	2		1	8	102		101	
3	1	301.0	3.0	2.0	30150	201	2		0					
3	1	301.0	3.0	2.0	30151	201	1	30102006	0		102		101	
3	1	301.0	3.0	2.0	30152	201	1	10102007	1	6	102		101	
3	1	301.0	3.0	2.0	30160	201	2	19122007	1	6	102		101	
3	1	301.0	3.0	2.0	30161	201	2		0		102		101	
3	1	301.0	3.0	2.0	30161	202	2		0		299	102	101	
3	1	301.0	3.0	2.0	30161	203	2		0		102		101	
3	1	301.0	3.0	2.0	30162	201	1	1122008	0		102		101	
3	1	301.0	3.0	2.0	30163	201	1		0		102		101	
3	1	301.0	3.0	2.0	30164	201	2	14102004	1	7	102		199	
3	1	301.0	3.0	2.0	30164	202	2		1	16	102		199	
3	1	301.0	3.0	2.0	30165	201	1		1	7	102		101	
3	1	301.0	3.0	2.0	30166	201	1		0		101		199	101
3	1	301.0	3.0	2.0	30167	201	2		1	5	102		101	
3	1	301.0	3.0	2.0	30168	201	1	88122005	0		102		101	
3	1	103.0	1.0	2.0	30169	201	1		1	6	102		101	
3	1	103.0	1.0	2.0	30169	202	2		1	7	102		101	
3	2	302.0	3.0	2.0	30250	201	1		1	11	102		103	
3	2	302.0	3.0	2.0	30251	201	1		1	0	102		101	
3	2	302.0	3.0	2.0	30260	201	2	23112006	1	11	102		101	
3	2	302.0	3.0	2.0	30260	202	1	30122008	1	4	102		101	
3	2	302.0	3.0	2.0	30261	201	2		1	1	102		101	
3	2	302.0	3.0	2.0	30262	201	2	26102007	1	4	102		101	
3	2	302.0	3.0	2.0	30263	201	1	9102007	1	3	102		101	
3	2	302.0	3.0	2.0	30264	201	1		1	10	102		101	
3	2	302.0	3.0	2.0	30264	202	1	9112008	1	4	102		101	
3	2	302.0	3.0	2.0	30265	201	2	88122004	0		102		101	
3	2	302.0	3.0	2.0	30266	201	1	88882005	0		101		199	
3	2	302.0	3.0	2.0	30266	202	1		1	7	101		199	
3	2	302.0	3.0	2.0	30267	201	1		1	8	102		101	
3	2	302.0	3.0	2.0	30268	201	1		1	5	102		101	
3	2	302.0	3.0	2.0	30269	201	1		1	3	102		101	
3	3	303.0	3.0	1.0	30350	201	2		1	5	102		101	
3	3	303.0	3.0	1.0	30351	201	1		0		102		101	
3	3	303.0	3.0	1.0	30351	202	1		0		299	102	101	
3	3	303.0	3.0	1.0	30351	203	1		0		102		299	101
3	3	303.0	3.0	1.0	30352	201	1		0		102		101	
3	3	303.0	3.0	1.0	30352	202	1		0		102		101	
3	3	303.0	3.0	1.0	30354	201	1		1	9	102		101	
3	3	303.0	3.0	1.0	30360	201	1		0		102		101	
3	3	303.0	3.0	1.0	30360	202	2		0		102		101	
3	3	303.0	3.0	1.0	30361	201	1		1	9	102		101	
3	3	303.0	3.0	1.0	30361	202	2		1	4	102		101	
3	3	303.0	3.0	1.0	30361	203	2		1	2	102		101	
3	3	303.0	3.0	1.0	30362	201	1		0		102		101	
3	3	303.0	3.0	1.0	30362	202	1		1	4	102		101	
3	3	303.0	3.0	1.0	30363	201	1		1	1	102		101	
3	3	303.0	3.0	1.0	30363	202	1	6102008	1	2	102		101	
3	3	303.0	3.0	1.0	30364	201	1		1	5	102		101	
3	3	303.0	3.0	1.0	30364	202	1	25122008	1	3	102		101	
3	3	303.0	3.0	1.0	30365	201	2		1	7	101		199	
3	3	303.0	3.0	1.0	30365	202	1		1	1	101		199	
3	3	303.0	3.0	1.0	30366	201	1		1	7	102		101	
3	3	303.0	3.0	1.0	30367	201	2		1	10	102		101	
3	3	303.0	3.0	1.0	30368	201	1		0		102		101	
3	3	303.0	3.0	1.0	30368	202	1		1	2	102		101	
3	3	303.0	3.0	1.0	30369	201	1		0		102		101	
3	3	303.0	3.0	1.0	30369	202	2		1	4	102		101	
3	4	304.0	3.0	3.0	30450	201	2	9112007	1	11	102		101	
3	4	304.0	3.0	3.0	30451	201	2		1	8	102		101	
3	4	304.0	3.0	3.0	30451	202	2		1	3	102		101	
3	4	304.0	3.0	3.0	30452	201	1		1	0	102		101	
3	4	304.0	3.0	3.0	30453	201	1		1	5	102		199	
3	4	304.0	3.0	3.0	30454	201	1		1	11	102		101	
3	5	305.0	3.0	3.0	30550	201	1		1	8	102		101	
3	5	305.0	3.0	3.0	30550	202	1		1	0	102		101	
3	5	305.0	3.0	3.0	30551	201	1	24122007	1	10	102		101	
3	5	305.0	3.0	3.0	30552	201	1		1	7	102		101	
3	5	305.0	3.0	3.0	30552	202	2		1	8	102		101	
4	1	401.0	3.0	3.0	40150	201	1		1	2	102		101	
4	1	401.0	3.0	3.0	40151	201	2		0		102		101	
4	1	401.0	3.0	3.0	40151	202	2		1	1	102		101	
4	1	401.0	3.0	3.0	40152	201	2		1	2	102		101	
4	1	401.0	3.0	3.0	40152	202	1		0		102		101	
4	2	402.0	3.0	1.0	40250	201	2		0		102		101	
4	2	402.0	3.0	1.0	40251	201	1		1	1	102		101	
4	2	402.0	3.0	1.0	40252	201	1		0		102		101	
4	2	402.0	3.0	1.0	40252	202	2	29122004	0		102		101	
4	2	402.0	3.0	1.0	40260	201	2		1	2	102		101	
4	2	402.0	3.0	1.0	40261	201	1		0		102		101	
4	2	402.0	3.0	1.0	40261	202	1	88102008	0		102		101	
4	2	402.0	3.0	1.0	40262	201	2		1	3	102		101	
4	2	402.0	3.0	1.0	40262	202	2		1	2	102		101	
4	2	402.0	3.0	1.0	40263	201	1		0		102		101	
4	2	402.0	3.0	1.0	40263	202	2		0		102		101	
4	2	402.0	3.0	1.0	40265	201	1		0		102		101	
4	2	402.0	3.0	1.0	40265	202	2	16102008	0		102		101	
4	2	402.0	3.0	1.0	40266	201	2		1	4	101		199	101
4	2	402.0	3.0	1.0	40266	202	2		1	6	101		199	101
4	2	402.0	3.0	1.0	40266	203	1		1	2	101		199	101
4	2	402.0	3.0	1.0	40267	201	1	30122004	1	0	102		101	
4	2	402.0	3.0	1.0	40267	202	2	16122007	1	2	102		101	
4	2	402.0	3.0	1.0	40268	201	2		0		102		101	
4	2	402.0	3.0	1.0	40269	201	1		0		102		101	
4	2	402.0	3.0	1.0	40269	202	1		0		102		101	
4	3	403.0	3.0	1.0	40350	201	1		0		101		199	
4	3	403.0	3.0	1.0	40351	201	1	15102006	0		102		101	
4	3	403.0	3.0	1.0	40352	201	2		0		102		101	
4	3	403.0	3.0	1.0	40352	202	2		0		102		101	
4	3	403.0	3.0	1.0	40353	201	1		1	0	102		102	
4	3	403.0	3.0	1.0	40354	201	1		0		102		101	
4	3	403.0	3.0	1.0	40360	201	1		0		102		101	
4	3	403.0	3.0	1.0	40361	201	1		0		299	102	101	
4	3	403.0	3.0	1.0	40361	202	1		0		102		101	
4	3	403.0	3.0	1.0	40361	203	2		0		102		101	
4	3	403.0	3.0	1.0	40362	201	1		1	0	102		101	
4	3	403.0	3.0	1.0	40363	201	2	17102005	1	0	102		101	
4	3	403.0	3.0	1.0	40363	202	2	88882008	0		102		101	
4	3	403.0	3.0	1.0	40364	201	2	88882005	1	0	102		101	
4	3	403.0	3.0	1.0	40364	202	2	88882007	0		102		101	
4	3	403.0	3.0	1.0	40365	201	1		1	0	101		101	
4	3	403.0	3.0	1.0	40366	201	1		0		102		101	
4	3	403.0	3.0	1.0	40367	201	2		1	1	102		101	
4	3	403.0	3.0	1.0	40367	202	1		0		102		101	
4	3	403.0	3.0	1.0	40368	201	1	88882005	0		102		101	
4	3	403.0	3.0	1.0	40368	202	1		1	1	102		101	
4	3	403.0	3.0	1.0	40369	201	1		0		102		101	
4	4	404.0	3.0	2.0	40450	201	2		0		102		101	
4	4	404.0	3.0	2.0	40451	201	1		1	8	102		199	103
4	4	404.0	3.0	2.0	40451	202	1		0		104		103	
4	4	404.0	3.0	2.0	40451	203	1		0		103		103	
4	4	404.0	3.0	2.0	40453	201	2		1	17	102		101	
4	4	404.0	3.0	2.0	40460	201	2		1	2	102		101	
4	4	404.0	3.0	2.0	40461	201	2		1	6	102		101	
4	4	404.0	3.0	2.0	40462	201	1		0		102		199	101
4	4	404.0	3.0	2.0	40462	202	2		0		102		101	
4	4	404.0	3.0	2.0	40463	201	1		0		102		101	
4	4	404.0	3.0	2.0	40463	202	1		0		102		101	
4	4	404.0	3.0	2.0	40463	203	1		1	1	102		101	
4	4	404.0	3.0	2.0	40464	201	1		0		102		101	
4	4	404.0	3.0	2.0	40464	202	1	2112008	1	5	102		101	
4	4	404.0	3.0	2.0	40465	201	1		0		101		199	
4	4	404.0	3.0	2.0	40465	202	1	30122008	1	4	101		199	
4	4	404.0	3.0	2.0	40466	201	2		0		102		101	
4	4	404.0	3.0	2.0	40467	201	2	13122007	1	5	101		199	
4	4	404.0	3.0	2.0	40468	201	2		1	4	102		101	
4	4	404.0	3.0	2.0	40469	201	2		1	8	102		101	
